Cat. Nr.,Common Name,Length,Recordist,Date,Time,Country,Location,Elevation,Type,Remarks,Quality,MP3 Link
XC38678,Snethlage's Tody-Tyrant,0:14,,2009-07-19,?:?,Brazil,"Borba, Amazonas",?,?,,B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/HEMMINchtnat20090719.mp3
XC38677,Snethlage's Tody-Tyrant,0:08,,2009-07-18,?:?,Brazil,"Borba, Amazonas",?,song,,B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/HEMMINcht20090718.mp3
XC38676,Snethlage's Tody-Tyrant,0:29,,2009-07-23,?:?,Brazil,"Novo Airao, Amazonas",?,call,[sono],B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/HEMMIN20090723.mp3
XC824528,Utcubamba Tapaculo,0:38,,2022-11-17,08:00,Peru,"Cresta San Lorenzo, Amazonas",3100,song,[sono],B,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC824528-MixPre-1278_S_intermedius.mp3
XC824527,Utcubamba Tapaculo,0:19,,2022-11-17,08:00,Peru,"Cresta San Lorenzo, Amazonas",3100,song,[sono],B,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC824527-MixPre-1274_Scytalopus_intermedius.mp3
XC824526,Utcubamba Tapaculo,0:14,,2022-11-17,08:00,Peru,"Cresta San Lorenzo, Amazonas",3100,song,[sono],B,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC824526-MixPre-1272_Scytalopus_intermedius.mp3
XC790033,Utcubamba Tapaculo,1:34,,2023-03-08,07:00,Peru,"Cresta San Lorenzo, Amazonas",3100,song,[sono],B,"//xeno-canto.org/sounds/uploaded/JPBSNBUUEF/XC790033-Utcubamba-Tapaculo,-San-Lorenzo,-08.03.23.mp3"
XC812287,Utcubamba Tapaculo,0:42,,2022-07-01,08:30,Peru,"District of Leimebamba (near  Chuquibamba), Chachapoyas Province, Amazonas",3300,song,[sono],C,//xeno-canto.org/sounds/uploaded/FPAGKPAQYO/XC812287-Utcubamba-Tapaculo_Teaben_Pe_1jul2022_FSchmitt.mp3
XC855441,Utcubamba Tapaculo,0:19,,2021-12-17,08:00,Peru,"Inguilpata (near  Cohechán), Luya, Amazonas",3200,,[sono],D,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855441-398878561.mp3
XC617673,Snethlage's Tody-Tyrant,0:10,,2020-12-26,09:00,Brazil,"Anavilhanas Archipelago, Amazonas",10,song,[sono],C,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617673-snethlages%20tody%20tyrant.mp3
XC466557,Snethlage's Tody-Tyrant,2:34,,2017-09-26,11:30,Brazil,"Iranduba, Amazonas",20,flight call,Natural vocalizations from an unseen bird perched in midstory of seasonally flooded varzea along creek.,C,//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC466557-Hemitriccus%20minor%20pallens170926_T1936.mp3
XC119421,Snethlage's Tody-Tyrant,0:18,,2010-06-06,08:30,Brazil,"Careiro, Amazonas",20,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119421-Hemitriccus%20minor_Purupuru.MP3
XC536204,Black-faced Antbird,0:04,,2016-05-24,16:30,Brazil,"Purus River, Boca do Acre, State of Amazonas",150,call,FCF01723 - Fonoteca Casa da Floresta.,,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC536204-1723%20Myrmoborus%20myiotherinus%20%28calls%29Boca_do_Acre_Pauini_AM_240516_FIG.mp3
XC505079,Black-faced Antbird,0:49,,2019-03-31,09:20,Brazil,"Manacapuru, Amazonas",40,song,"Terra firme. The bird kept low, just above the forest floor.",A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC505079-LS111075%20Black-faced%20Antbird.mp3
XC493037,Black-faced Antbird,0:35,,2019-08-08,07:00,Brazil,"Novo Airão, State of Amazonas",70,call,[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC493037-Myrmoborus%20%20myiotherinus_Nov%20Airao_1537.mp3
XC446760,Black-faced Antbird,1:20,,2018-10-11,15:30,Peru,"Posada Amazonas, Tambopata, Madre de Dios",220,song,[sono],A,//xeno-canto.org/sounds/uploaded/JPIOUKQWDT/XC446760-Black%20faced%20Antbird.mp3
XC387800,Black-faced Antbird,0:10,,2017-09-09,09:00,Brazil,"Urucu-Manaus pipeline, Amazonas",30,song,,A,//xeno-canto.org/sounds/uploaded/CFRYARSVHN/XC387800-STE-063%20formigueiro-de-cara-preta%20xc.mp3
XC345920,Black-faced Antbird,1:14,,2016-11-06,09:00,Brazil,"Manacapuru, Amazonas",40,song,"Tall and lush Terra Firme, the bird was near the ground.",A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC345920-LS110549%20Yellow-browed%20Antbird.mp3
XC211286,Black-faced Antbird,0:10,,2015-01-03,08:30,Peru,"Posada Amazonas, Tambopata, Madre de Dios",220,song,Filtering: high/low pass + noise removal.,A,//xeno-canto.org/sounds/uploaded/VLLMNTIBZB/XC211286-20150103_Tambopata_Black-facedAntbird.mp3
XC89283,Black-faced Antbird,0:31,,2004-08-15,06:13,Brazil,"Borba, Amazonas",30,song,Scrub on edge of terra firme forest.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/MYRMYI46.mp3
XC58408,Black-faced Antbird,0:07,,2009-08-03,06:00,Colombia,,110,song,Common in this location.,A,//xeno-canto.org/sounds/uploaded/LEHRZWLXDV/Myrmoborus%20myotherinus%201.mp3
XC561891,Black-faced Antbird,0:34,,2019-08-29,08:00,Brazil,"Carauari, State of Amazonas",110,song,[sono],B,//xeno-canto.org/sounds/uploaded/MFUJZRFOFS/XC561891-1050.mp3
XC493816,Black-faced Antbird,0:18,,2019-08-04,12:39,Brazil,"Iranduba, Amazonas",40,song,[sono],B,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493816-4-8-2019%2012e39%20Formigueiro%20de%20cara%20preta%20outros.mp3
XC390075,Black-faced Antbird,0:14,,2017-10-13,07:30,Brazil,"Novo Airão, Amazonas",70,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC390075-Myrmoborus%20myiterinus_Novo%20Airao_1922.mp3
XC163574,Black-faced Antbird,1:25,,1987-01-00,?,Colombia,"PNN Amacaycau, Leticia, Amazonas",110,song,[sono],B,//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/XC163574-Myrmoborus_myotherinus_elegans-FL%20song%20Amacayacu%201987-1.mp3
XC119622,Black-faced Antbird,0:32,,2012-08-14,09:30,Brazil,"Tapauá, Amazonas",30,call,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119622-Myrmoborus%20myiotherinus_Tapaua_1211.MP3
XC58409,Black-faced Antbird,0:03,,2009-08-03,08:30,Colombia,,110,song,[more info],B,//xeno-canto.org/sounds/uploaded/LEHRZWLXDV/Myrmoborus%20myotherinus%202.mp3
XC38709,Black-faced Antbird,1:02,,2009-07-23,?:?,Brazil,"Novo Airao, Amazonas",?,song,natural recording,B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/Myrmoborusmyotherinus20090723.mp3
XC38708,Black-faced Antbird,0:57,,2009-07-12,?:?,Brazil,"Tupana lodge, Amazonas",?,song,"natural recording, male singing",B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/Myrmoborusmyotherinusmale20090712.mp3
XC461,Black-faced Antbird,0:03,,2003-06-00,?,Brazil,"Jau National Park, Amazonas State",46,song,[sono],B,//xeno-canto.org/sounds/uploaded/CXQSLQJCAG/Myrmoborus_myiotherinus_Jau.mp3
XC855248,Black-faced Antbird,0:15,,2020-12-27,06:30,Brazil,"Novo Airão, Amazonas",60,,[sono],C,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC855248-301557951.mp3
XC287300,Black-faced Antbird,0:23,,2015-09-14,07:30,Brazil,"PN Jau 2, State of Amazonas",20,song,Response to playback from an unseen bird <2m of ground in terra firme forest with moderate palm understory. Simultaneously recorded by Bret Whitney.,C,//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287300-Myrmoborus%20myiotherinus150914_T179.mp3
XC38730,Mouse-colored Antshrike,0:14,,2009-07-23,?:?,Brazil,"Novo Airao, Amazonas",?,call,"after playback, call of a female.",B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/THAMURcrifem20090723.mp3
XC302078,Mouse-colored Antshrike,1:03,,1998-12-21,11:19,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,right bank of rio Negro - terra firme forest - pair calling,C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC302078-THAMUR22.mp3
XC74238,Mouse-colored Antshrike,0:40,,2010-07-25,05:40,Brazil,"Presidente Figueiredo, Amazonas",50,song,,C,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/MZ135ThamnophilusmurinusMMelo.mp3
XC617071,Mouse-colored Antshrike,0:04,,2020-12-23,08:30,Brazil,"Close to Ramal do Pau Rosa, Manaus, Amazonas",100,song,[sono],D,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617071-mouse-colored%20antshrike.mp3
XC705500,White-shouldered Antshrike,0:45,,2017-06-21,07:00,Brazil,"Purus River, Boca do Acre, State of Amazonas",1505,call,FCF 2705.,A,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC705500-02705%20Thamnophilus%20aethiops_%28calls%29UPA02_SeringalMacapa_Pauini_AM_210617_FIG.mp3
XC534424,White-shouldered Antshrike,0:59,,2019-11-12,10:00,Colombia,"Tarapacá, Amazonas Department. Campamento Doña Flor",90,song,[sono],A,//xeno-canto.org/sounds/uploaded/KQVLEXDIUN/XC534424-Taethiops2.mp3
XC230658,White-shouldered Antshrike,0:52,,2006-07-20,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 392 side B track 13 seq. B),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC230658-White-shouldered%20Antshrike%20A%206888.mp3
XC87768,White-shouldered Antshrike,0:32,,1998-12-21,17:00,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,Left bank of rio Negro. Terra firme forest edge.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/THAAET04.mp3
XC755043,White-shouldered Antshrike,0:21,,2022-10-08,07:00,Brazil,"Novo Airão, Amazonas",60,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC755043-Thamnophilus-aethiops_NA_MixPre-1007.mp3
XC505322,White-shouldered Antshrike,0:31,,2019-08-13,08:00,Brazil,"Manacapuru, Amazonas",40,song,[sono],B,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505322-190813_1337%20%20Thamnophilus%20aethiops%20_song.mp3
XC493090,White-shouldered Antshrike,0:41,,2019-08-13,06:00,Brazil,"Manacapuru, Amazonas",30,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC493090-Thamnophilus%20aethiops_Novo%20Airao_1539.mp3
XC493035,White-shouldered Antshrike,0:41,,2019-08-08,07:00,Brazil,"Novo Airão, State of Amazonas",70,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC493035-Thamnophilus%20aethiops_Novo%20Airao_1539.mp3
XC242668,White-shouldered Antshrike,1:13,,1999-09-15,17:40,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,campinarana - pair,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC242668-THAAET27.mp3
XC230664,White-shouldered Antshrike,0:10,,1993-11-01,?,Venezuela,"Junglaven area, Amazonas",100 - 300,call,ID certainty 100%. (Archiv. tape 5 side B track 52 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC230664-White-shouldered%20Antshrike%20B%206875.mp3
XC230663,White-shouldered Antshrike,0:26,,1993-11-15,?,Venezuela,"Junglaven area, Amazonas",100 - 300,song,ID certainty 90%. (Archiv. tape 32 side A track 14 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC230663-Black%20Manakin%20B%209439.mp3
XC230662,White-shouldered Antshrike,1:01,,2006-07-20,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 392 side B track 13 seq. C),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC230662-White-shouldered%20Antshrike%20B%206889.mp3
XC230661,White-shouldered Antshrike,0:31,,2006-07-20,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 392 side B track 13 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC230661-White-shouldered%20Antshrike%20B%206887.mp3
XC119626,White-shouldered Antshrike,0:29,,2012-08-14,11:00,Brazil,"Tapauá, Amazonas",30,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119626-Thamnophilus%20aethiops_Tapaua_1231.MP3
XC87775,White-shouldered Antshrike,0:14,,2004-08-11,11:24,Brazil,"Borba, Amazonas",30,call,"Terra firme forest. Pair, after playback.",B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/THAAET29.mp3
XC87774,White-shouldered Antshrike,0:21,,2004-08-11,11:23,Brazil,"Borba, Amazonas",30,call,Terra firme forest.,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/THAAET28.mp3
XC38728,White-shouldered Antshrike,0:24,,2009-07-19,?:?,Brazil,"Borba, Amazonas",?,song,"after playback, male singing",B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/Thamnophilusaethiopsmalepbk20090719.mp3
XC119441,White-shouldered Antshrike,0:14,,2010-06-06,10:00,Brazil,"Careiro, Amazonas",20,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119441-Thamnophilus%20aethiops_Purupuru.mp3
XC357343,White-shouldered Antshrike,0:06,,2017-02-07,08:30,Colombia,"San Rafael, El Encanto, Amazonas",140,song,"Very poor recording of a pair responding to playback, uploaded for documentation purposes as it constitutes a range extension. Subspecies ID based in part on female plumage (photographed)",D,//xeno-canto.org/sounds/uploaded/PWMAZXONXH/XC357343-White-shouldered%20Antshrike%20Tercera%20India%20070217.MP3
XC229513,Utcubamba Tapaculo,0:37,,2008-01-07,11:45,Peru,"Abra Barra Negro, Amazonas",?,song,ID certainty 100%. (Archiv. tape 527 side A track 78 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC229513-Blackish%20Tapaculo%20A%208853.mp3
XC115775,Utcubamba Tapaculo,0:57,,2012-10-29,06:45,Peru,"Abra Barro Negro, Amazonas",3500,song,natural vocalization; song from a male bird that was moving low through some roadside scrub in a mostly cutover area.,A,//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/XC115775-Blackish%20Tapaculo2012-10-29-1.mp3
XC102371,Utcubamba Tapaculo,0:37,,2011-06-19,7:05,Peru,"above Las Palmas, KM402.5, Leymebamba-Abra Barro Negro road, Amazonas",3294,call,"After earlier playback of song. Distance to mic. 2m. Calling bird (possibly female) watched throughout, in low vegetation 0.1-0.5m above ground.",A,//xeno-canto.org/sounds/uploaded/LNEEOOWCQR/Tapaculo_Blackish_intermedius_femalecall_19062011_0705_0099.mp3
XC8565,Utcubamba Tapaculo,0:10,,2006-10-02,07:30,Peru,"Abra Barro Negro, Amazonas",3300,"call, song, calls or a song","Id by Dan Lane, giving the comment ""S. macropus is not known to occur farthern north than southern San Martin, and is far more slowly-paced than this taxon. Birdingperu and Valqui's book have confused the issue regarding the distribution of macropus, unfortunately, so many people are reporting it from well north of where it actually occurs.""",A,//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/scytalopus_spec_ABN.mp3
XC763503,Utcubamba Tapaculo,0:22,,2022-11-17,07:30,Peru,"Cresta San Lorenzo, Amazonas",3100,call,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763503-Scytalopus-intermedius_San-Lorenzo_MixPre-1694.mp3
XC552369,Utcubamba Tapaculo,0:20,,2000-01-28,11:00,Peru,"Amazonas: between Leimebamba and Abra Barro Negro, 2900 m",2900,song,date and time approximate,B,//xeno-canto.org/sounds/uploaded/GTTLRDCZWR/XC552369-SCYINT05songlong.mp3
XC229522,Utcubamba Tapaculo,0:27,,2008-01-07,07:00,Peru,"Abra Barra Negro, Amazonas",?,song,ID certainty 100%. (Archiv. tape 527 side A track 34 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC229522-Blackish%20Tapaculo%20B%208852.mp3
XC139701,Utcubamba Tapaculo,1:58,,2013-06-14,18:00,Peru,"Abra Barro Negro, Amazonas",3400,"call, song","Response to playback of rolling vocalization (playback recording used made by Roger Ahlman, from same locality) by an unseen bird in treeline elfin forest. The fact that it is accompanied by an unseen S. l. intermedius giving 'typical' song suggests that this rolling vocalization may also be of that species, but this has not yet been confirmed. I have heard this voice at Cerro Huicsacunga farther north on the same slope, at similar elevations.",B,//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC139701-Scytalopus%20spAbra%20Barro%20Negro130614_T144.mp3
XC83491,Utcubamba Tapaculo,0:21,,2010-11-24,10:20,Peru,,2700,song?,"After playback. Seen, but ID by voice. Domestic chickens!",B,//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/scylat03a.mp3
XC83490,Utcubamba Tapaculo,0:27,,2010-11-24,10:20,Peru,,2700,song?,"Seen, but ID by voice. Domestic chickens!",B,//xeno-canto.org/sounds/uploaded/SBFBVYGIJC/scylat02.mp3
XC41668,Utcubamba Tapaculo,1:29,,2002-07-15,7:12,Peru,"Uililen, Leimebamba, Amazonas",2800,call?,characteristic sounds. calls or song?,B,//xeno-canto.org/sounds/uploaded/AEFZWKWLMO/ScyLatInt_Uil_WP_13_WM.mp3
XC41664,Utcubamba Tapaculo,0:45,,2002-07-19,11:49,Peru,"Atalaya, Leimebamba, Amazonas",3500,song,Recording (not its ID) has been discussed.,B,//xeno-canto.org/sounds/uploaded/AEFZWKWLMO/ScyLatint_Ata_WP_33A_WM.mp3
XC763502,Utcubamba Tapaculo,0:16,,2022-11-17,07:30,Peru,"Cresta San Lorenzo, Amazonas",3100,call,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC763502-Scytalopus-intermedius_San-Lorenzo_MixPre-1672.mp3
XC102373,Utcubamba Tapaculo,1:19,,2011-06-19,6:59,Peru,"above Las Palmas, KM402.5, Leymebamba-Abra Barro Negro road, Amazonas",3294,"call, song","After playback (of natural song recorded three mins earlier). Distance to mic. 7m (singing bird, not seen), 2m (female, which calls at 31sec.). Full song sequence. Presumed female sexed by behaviour and vocalisations. It showed very obvious and extensive incubation patch.",C,//xeno-canto.org/sounds/uploaded/LNEEOOWCQR/Tapaculo_Blackish_intermedius_songandcall_19062011_0659_0097.mp3
XC102372,Utcubamba Tapaculo,0:12,,2011-06-19,6:56,Peru,"above Las Palmas, KM402.5, Leymebamba-Abra Barro Negro road, Amazonas",3294,song,"Natural song. Distance to mic. 6m, this individual not seen at time of recording. First notes missed.",C,//xeno-canto.org/sounds/uploaded/LNEEOOWCQR/Tapaculo_Blackish_intermedius_natsong_19062011_0656_0095.mp3
XC41666,Utcubamba Tapaculo,1:31,,2002-07-15,7:07,Peru,"Uililen, Leimebamba, Amazonas",2800,song,song preceded by 'calls'. the calls are rather characteristic,C,//xeno-canto.org/sounds/uploaded/AEFZWKWLMO/ScyLatInt_Uil_WP_11A_cut.mp3
XC13373,Utcubamba Tapaculo,0:44,,2005-08-21,18:00,Peru,"Abra Barro Negro, Amazonas",3400,song,Another call on the recording might be from the same species but not seen.,C,//xeno-canto.org/sounds/uploaded/EGHCOFEENE/Blackish_tapaculo2.mp3
XC13372,Utcubamba Tapaculo,0:39,,2005-03-18,9:00,Peru,"Rio Chido Trail above La Florida, Amazonas",2900,song,Above San Lorenzo village,C,//xeno-canto.org/sounds/uploaded/EGHCOFEENE/Blackish_Tapaculo.mp3
XC41669,Utcubamba Tapaculo,0:41,,2002-07-24,8:03,Peru,"Llushpe, Leimebamba, Amazonas",2700,call?,characteristic sounds. calls or song?,D,//xeno-canto.org/sounds/uploaded/AEFZWKWLMO/ScyLatInt_Llu-WP_39_WM.mp3
XC766350,Utcubamba Tapaculo,0:15,,2022-11-17,08:45,Peru,"Cresta San Lorenzo, Amazonas",3100,song,[sono],A,"//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC766350-221118_05_Utcubamba-Tapaculo_San-Lorenzo-ridge-crest,-Amazonas,-Peru_17-November-2022.mp3"
XC766349,Utcubamba Tapaculo,0:21,,2022-11-17,08:30,Peru,"Cresta San Lorenzo, Amazonas",3100,song,[sono],A,"//xeno-canto.org/sounds/uploaded/BZVYBRUAAE/XC766349-221118_04_Utcubamba-Tapaculo_San-Lorenzo-ridge-crest,-Amazonas,-Peru_17-November-2022.mp3"
XC552378,Utcubamba Tapaculo,1:07,,1999-02-04,?,Peru,"Amazonas: between Leimebamba and Abra Barro Negro, 3300 m",3300,call,"First 28 s natural, rest after playback. Humid-wet forest.",A,//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/XC552378-SCYINT04call.mp3
XC552376,Utcubamba Tapaculo,1:58,,1999-02-04,?,Peru,"Amazonas: between Leimebamba and Abra Barro Negro, 3300 m",3300,song,"First 18 s natural, rest after playback",A,//xeno-canto.org/sounds/uploaded/XTVEPHMPPJ/XC552376-SCYINT02-3songlong.mp3
XC552370,Utcubamba Tapaculo,0:44,,2000-01-28,10:30,Peru,"Amazonas: between Leimebamba and Abra Barro Negro, 2900 m",2900,call,"date and time approximate. First 12 s nv, rest after pb",A,//xeno-canto.org/sounds/uploaded/GTTLRDCZWR/XC552370-SCYINT06call.mp3
XC432542,Utcubamba Tapaculo,0:31,,2018-08-20,07:00,Peru,"Marlon's forests, Amazonas",3000,song,Response to playback,A,//xeno-canto.org/sounds/uploaded/JPIOUKQWDT/XC432542-Blackish%20Tapaculo%20JPG.mp3
XC535985,Common Scale-backed Antbird,0:12,,2016-05-23,06:30,Brazil,"Purus River, Boca do Acre, State of Amazonas",150.0,song,FCF01000 - Fonoteca Casa da Floresta.,,//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/XC535985-1000%20Willisornis%20poecilonotus%20%28song%29Boca_do_Acre_AM_230516_FIG.mp3
XC437950,Common Scale-backed Antbird,0:12,,2018-06-27,06:31,Brazil,"Cabo Frio, Amazonas",140.0,"call, song","Female-plumaged bird singing, plus 2 call types.",A,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC437950-180627_04%20Willisornis%20poecilinotus%202%20calls%20song.mp3
XC394461,Common Scale-backed Antbird,0:07,,2001-00-00,?,Brazil,"BDFFP, Amazonas state",110.0,call,[sono],A,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC394461-INPA%20-%20Willisornis%20poecilinotus%20%28Scale-backed%20Antbird%29.mp3
XC390072,Common Scale-backed Antbird,0:28,,2017-10-13,07:30,Brazil,"Novo Airão, Amazonas",70.0,call,[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC390072-Willisornis%20poecillinotus_Novo%20Airao_1934.mp3
XC232241,Common Scale-backed Antbird,0:55,,2006-07-24,06:30,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 393 side B track 35 seq. C),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC232241-Scale-backed%20Antbird%20A%208304.mp3
XC232240,Common Scale-backed Antbird,1:40,,2006-07-24,06:30,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 393 side B track 35 seq. B),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC232240-Scale-backed%20Antbird%20A%208303.mp3
XC90342,Common Scale-backed Antbird,0:59,,1998-12-17,08:09,Brazil,"São Gabriel da Cachoeira, Amazonas",70.0,song,Right bank of rio Negro. Igapó forest.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/HYLPOE03.mp3
XC574877,Common Scale-backed Antbird,0:28,,2020-07-10,07:00,Brazil,"Careiro, Amazonas",20.0,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC574877-Willisornis%20poecilonotus_Careiro_1009.mp3
XC573114,Common Scale-backed Antbird,0:45,,2020-07-02,07:00,Brazil,"Cirandeira Bela, Manacapuru, Amazonas",20.0,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC573114-Willisornis%20poecilonotus_Cirandeira_1149%202.mp3
XC486898,Common Scale-backed Antbird,1:31,,2008-03-13,6:15,Brazil,"Rio Tapajós,Apuí,Amazonas",107.0,song,DCB 617-24,B,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC486898-Willisornis%20poecilinotus%20DCB%20617-24.mp3
XC483929,Common Scale-backed Antbird,0:45,,2008-03-11,8:00,Brazil,"Rio Tapajós,Floresta Nacional do Jatuarana,Apuí,Amazonas",116.0,song,DCB 615-16,B,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/XC483929-Willisornis%20poecilinotus%20DCB%20615-16.mp3
XC437949,Common Scale-backed Antbird,0:14,,2018-06-27,06:29,Brazil,"Cabo Frio, Amazonas",140.0,"call, song",[sono],B,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC437949-180627_03%20Willisornis%20poecilinotus%20calls%20song%20cut%202.mp3
XC437946,Common Scale-backed Antbird,0:29,,2018-06-27,06:29,Brazil,"Cabo Frio, Amazonas",140.0,"call, song","Two call types.
Percnostola rufifrons song heard in background (not seen, recording grade C).",B,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC437946-180627_03%20Willisornis%20poecilinotus%20calls%20song%20cut%201.mp3
